date,city,weather_desc,temp_min_c,temp_max_c,humidity_pct,wind_kph,precip_mm,precip_prob,alerts,events
2021-04-30,"Constantine, DZ",sunny,22.9,30.3,51.0,21.0,0.0,0.178,,"[{'start_time_local': '20:00', 'event_type': 'football_final', 'title': 'heartfelt Derby — Hirthemouth vs Sidborough', 'description': 'High-profile local derby match.', 'channel_focus': 'delivery', 'tags': 'football|derby|sports|prime'}]"
2021-05-01,"Constantine, DZ",sunny,11.7,19.3,57.0,20.0,0.0,0.118,,"[{'start_time_local': '', 'event_type': 'economy', 'title': 'Quarterly Economic Outlook', 'description': 'Macro commentary.', 'channel_focus': 'all', 'tags': 'economy|business'}, {'start_time_local': '21:00', 'event_type': 'football_match', 'title': 'League Match — Bartellland vs East Archibald', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-05-02,"Constantine, DZ",sunny,13.1,21.0,71.0,17.0,0.0,0.222,,[]
2021-05-03,"Constantine, DZ",sunny,13.7,24.8,62.0,17.0,0.0,0.206,,[]
2021-05-04,"Constantine, DZ",sunny,18.2,28.9,59.0,6.0,0.0,0.153,,[]
2021-05-05,"Constantine, DZ",sunny,18.7,24.1,50.0,13.0,0.0,0.099,,"[{'start_time_local': '', 'event_type': 'politics', 'title': 'Local Ordinance Proposal', 'description': 'Administrative matters.', 'channel_focus': 'pickup', 'tags': 'politics|civics'}, {'start_time_local': '12:47', 'event_type': 'economy', 'title': 'Business Chamber Roundtable', 'description': 'Minor price signal.', 'channel_focus': 'all', 'tags': 'economy|business'}, {'start_time_local': '20:00', 'event_type': 'football_match', 'title': 'League Match — Harlingen vs Rockwall', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-05-06,"Constantine, DZ",sunny,20.9,26.4,40.0,11.0,0.0,0.102,,[]
2021-05-07,"Constantine, DZ",light_rain,22.4,27.5,46.0,4.0,4.5,0.064,,"[{'start_time_local': '', 'event_type': 'local_news', 'title': 'Neighborhood Cleanup', 'description': 'Facilities upgrade.', 'channel_focus': 'all', 'tags': 'community|city'}, {'start_time_local': '17:30', 'event_type': 'football_match', 'title': 'League Match — Ashburn vs Stanhaven', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-05-08,"Constantine, DZ",sunny,21.5,35.5,57.0,27.0,0.0,0.132,,[]
2021-05-09,"Constantine, DZ",sunny,24.5,33.4,55.0,17.0,0.0,0.185,,[]
2021-05-10,"Constantine, DZ",sunny,2.9,13.1,81.0,9.0,0.0,0.097,,[]
2021-05-11,"Constantine, DZ",light_rain,8.8,24.4,86.0,21.0,5.1,0.18,,[]
2021-05-12,"Constantine, DZ",light_rain,25.4,35.2,65.0,17.0,6.8,0.17,,[]
2021-05-13,"Constantine, DZ",light_rain,10.9,24.8,79.0,14.0,9.9,0.205,,[]
2021-05-14,"Constantine, DZ",cloudy,3.4,9.8,92.0,20.0,0.0,0.145,,"[{'start_time_local': '20:00', 'event_type': 'football_match', 'title': 'League Match — Stanborough vs North Jermainport', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-05-15,"Constantine, DZ",sunny,19.5,29.1,63.0,11.0,0.0,0.121,,[]
2021-05-16,"Constantine, DZ",sunny,21.6,31.7,49.0,9.0,0.0,0.049,,"[{'start_time_local': '', 'event_type': 'politics', 'title': 'Regional Policy Debate Scheduled', 'description': 'Administrative matters.', 'channel_focus': 'all', 'tags': 'politics|civics'}]"
2021-05-17,"Constantine, DZ",cloudy,7.1,11.9,85.0,23.0,0.0,0.215,,[]
2021-05-18,"Constantine, DZ",sunny,7.9,13.0,81.0,6.0,0.0,0.172,,"[{'start_time_local': '05:01', 'event_type': 'traffic_disruption', 'title': 'Temporary Lane Closures', 'description': 'Routine maintenance.', 'channel_focus': 'delivery', 'tags': 'traffic|transport'}]"
2021-05-19,"Constantine, DZ",sunny,26.8,32.6,57.0,5.0,0.0,0.072,,[]
2021-05-20,"Constantine, DZ",sunny,16.6,28.5,71.0,15.0,0.0,0.211,,[]
2021-05-21,"Constantine, DZ",cloudy,0.5,14.2,95.0,15.0,0.0,0.041,,[]
2021-05-22,"Constantine, DZ",sunny,13.7,23.4,68.0,25.0,0.0,0.128,,"[{'start_time_local': '21:00', 'event_type': 'football_match', 'title': 'League Match — New Corachester vs Gutmannview', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-05-23,"Constantine, DZ",sunny,22.8,32.5,51.0,14.0,0.0,0.0,,[]
2021-05-24,"Constantine, DZ",sunny,9.5,16.0,78.0,15.0,0.0,0.168,,[]
2021-05-25,"Constantine, DZ",cloudy,7.2,15.7,93.0,16.0,0.0,0.156,,[]
2021-05-26,"Constantine, DZ",sunny,24.1,30.2,56.0,13.0,0.0,0.241,,[]
2021-05-27,"Constantine, DZ",sunny,22.4,31.0,49.0,15.0,0.0,0.064,,[]
2021-05-28,"Constantine, DZ",cloudy,7.5,12.6,95.0,2.0,0.0,0.083,,"[{'start_time_local': '15:00', 'event_type': 'football_match', 'title': 'League Match — State College vs Darecester', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-05-29,"Constantine, DZ",sunny,6.3,19.9,83.0,19.0,0.0,0.117,,[]
2021-05-30,"Constantine, DZ",sunny,26.1,31.9,44.0,25.0,0.0,0.145,,[]
2021-05-31,"Constantine, DZ",light_rain,13.2,19.8,80.0,8.0,3.1,0.249,,[]
2021-06-01,"Constantine, DZ",sunny,7.8,23.4,84.0,24.0,0.0,0.0,,[]
2021-06-02,"Constantine, DZ",sunny,11.8,18.0,79.0,25.0,0.0,0.018,,"[{'start_time_local': '', 'event_type': 'tech_news', 'title': 'New Telecom Package', 'description': 'Academic talk.', 'channel_focus': 'pickup', 'tags': 'tech|events'}, {'start_time_local': '17:00', 'event_type': 'football_match', 'title': 'League Match — New Arjunworth vs Lake Petebury', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}, {'start_time_local': '21:06', 'event_type': 'local_news', 'title': 'Public Art Unveiled', 'description': 'Facilities upgrade.', 'channel_focus': 'pickup', 'tags': 'community|city'}]"
2021-06-03,"Constantine, DZ",sunny,14.4,20.2,67.0,25.0,0.0,0.089,,[]
2021-06-04,"Constantine, DZ",sunny,16.8,26.1,65.0,13.0,0.0,0.0,,"[{'start_time_local': '20:00', 'event_type': 'football_match', 'title': 'League Match — West Amparo vs West Kaia', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-06-05,"Constantine, DZ",sunny,18.3,27.5,56.0,23.0,0.0,0.001,,[]
2021-06-06,"Constantine, DZ",light_rain,20.2,28.2,62.0,3.0,13.8,0.086,,[]
2021-06-07,"Constantine, DZ",sunny,20.3,31.1,48.0,19.0,0.0,0.0,,[]
2021-06-08,"Constantine, DZ",sunny,22.6,33.2,55.0,13.0,0.0,0.092,,"[{'start_time_local': '20:00', 'event_type': 'football_match', 'title': 'League Match — Fairfield vs Lesleychester', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-06-09,"Constantine, DZ",sunny,25.0,30.0,51.0,23.0,0.0,0.022,,"[{'start_time_local': '20:45', 'event_type': 'football_match', 'title': 'League Match — Gorczanyfield vs Las Cruces', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-06-10,"Constantine, DZ",cloudy,2.4,16.9,91.0,15.0,0.0,0.073,,[]
2021-06-11,"Constantine, DZ",sunny,14.4,17.7,78.0,11.0,0.0,0.137,,[]
2021-06-12,"Constantine, DZ",sunny,24.4,37.4,52.0,21.0,0.0,0.012,,"[{'start_time_local': '15:00', 'event_type': 'football_match', 'title': 'League Match — West Jamaalworth vs Rogers', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-06-13,"Constantine, DZ",sunny,13.8,23.3,74.0,3.0,0.0,0.045,,"[{'start_time_local': '00:00', 'event_type': 'public_holiday', 'title': 'dirty Public Holiday', 'description': 'City-wide day off. Families gather; dine-in lunch can increase; delivery rises at dinner.', 'channel_focus': 'all', 'tags': 'holiday|family|leisure'}]"
2021-06-14,"Constantine, DZ",sunny,4.3,11.0,77.0,11.0,0.0,0.16,,[]
2021-06-15,"Constantine, DZ",sunny,17.6,28.2,71.0,22.0,0.0,0.0,,[]
2021-06-16,"Constantine, DZ",sunny,21.6,33.1,45.0,6.0,0.0,0.033,,[]
2021-06-17,"Constantine, DZ",cloudy,5.8,16.1,95.0,10.0,0.0,0.0,,[]
2021-06-18,"Constantine, DZ",sunny,7.2,14.1,81.0,16.0,0.0,0.0,,[]
2021-06-19,"Constantine, DZ",sunny,26.8,34.1,47.0,21.0,0.0,0.0,,[]
2021-06-20,"Constantine, DZ",sunny,18.4,28.7,66.0,12.0,0.0,0.081,,[]
2021-06-21,"Constantine, DZ",cloudy,2.4,11.1,90.0,14.0,0.0,0.0,,[]
2021-06-22,"Constantine, DZ",sunny,15.3,21.4,75.0,2.0,0.0,0.118,,[]
2021-06-23,"Constantine, DZ",sunny,24.2,32.9,51.0,5.0,0.0,0.0,,"[{'start_time_local': '17:00', 'event_type': 'football_match', 'title': 'League Match — West Reyborough vs South Westleyport', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-06-24,"Constantine, DZ",sunny,9.1,20.8,70.0,3.0,0.0,0.087,,[]
2021-06-25,"Constantine, DZ",light_rain,7.3,16.0,91.0,21.0,19.4,0.209,,"[{'start_time_local': '', 'event_type': 'local_news', 'title': 'Public Art Unveiled', 'description': 'Facilities upgrade.', 'channel_focus': 'delivery', 'tags': 'community|city'}]"
2021-06-26,"Constantine, DZ",sunny,22.4,32.8,51.0,13.0,0.0,0.0,,[]
2021-06-27,"Constantine, DZ",sunny,22.8,30.7,56.0,29.0,0.0,0.046,,[]
2021-06-28,"Constantine, DZ",cloudy,0.5,11.8,94.0,21.0,0.0,0.0,,"[{'start_time_local': '00:01', 'event_type': 'local_news', 'title': 'Community Center Renovation', 'description': 'Facilities upgrade.', 'channel_focus': 'all', 'tags': 'community|city'}]"
2021-06-29,"Constantine, DZ",sunny,12.4,18.2,65.0,12.0,0.0,0.0,,"[{'start_time_local': '16:48', 'event_type': 'local_news', 'title': 'Community Center Renovation', 'description': 'Art initiative.', 'channel_focus': 'delivery', 'tags': 'community|city'}, {'start_time_local': '20:00', 'event_type': 'football_match', 'title': 'League Match — Port Haylieberg vs North Jacquelyn', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-06-30,"Constantine, DZ",sunny,24.9,32.4,36.0,2.0,0.0,0.017,,[]
2021-07-01,"Constantine, DZ",sunny,11.3,20.0,72.0,15.0,0.0,0.013,,[]
2021-07-02,"Constantine, DZ",sunny,11.2,18.4,72.0,15.0,0.0,0.059,,"[{'start_time_local': '21:00', 'event_type': 'football_match', 'title': 'League Match — Johnson City vs Glen Burnie', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-07-03,"Constantine, DZ",sunny,16.9,20.6,75.0,16.0,0.0,0.027,,"[{'start_time_local': '15:00', 'event_type': 'football_match', 'title': 'League Match — East Gisselle vs Andrewtown', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-07-04,"Constantine, DZ",sunny,12.6,25.5,58.0,18.0,0.0,0.064,,[]
2021-07-05,"Constantine, DZ",sunny,19.8,25.1,68.0,8.0,0.0,0.0,,[]
2021-07-06,"Constantine, DZ",sunny,20.3,31.4,51.0,22.0,0.0,0.073,,"[{'start_time_local': '', 'event_type': 'economy', 'title': 'Quarterly Economic Outlook', 'description': 'Macro commentary.', 'channel_focus': 'delivery', 'tags': 'economy|business'}]"
2021-07-07,"Constantine, DZ",sunny,20.7,30.2,62.0,20.0,0.0,0.0,,"[{'start_time_local': '06:24', 'event_type': 'tech_news', 'title': 'Regional Tech Meetup', 'description': 'Technology updates.', 'channel_focus': 'all', 'tags': 'tech|events'}]"
2021-07-08,"Constantine, DZ",sunny,20.2,33.0,50.0,14.0,0.0,0.018,,[]
2021-07-09,"Constantine, DZ",sunny,21.4,37.2,68.0,17.0,0.0,0.0,,"[{'start_time_local': '21:00', 'event_type': 'football_match', 'title': 'League Match — Chaunceyport vs Sydniboro', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-07-10,"Constantine, DZ",sunny,6.5,14.7,64.0,19.0,0.0,0.072,,[]
2021-07-11,"Constantine, DZ",sunny,8.1,16.9,75.0,13.0,0.0,0.107,,[]
2021-07-12,"Constantine, DZ",sunny,24.6,38.0,40.0,23.0,0.0,0.023,,[]
2021-07-13,"Constantine, DZ",sunny,14.8,19.3,77.0,15.0,0.0,0.0,,[]
2021-07-14,"Constantine, DZ",cloudy,0.7,15.5,95.0,14.0,0.0,0.065,,"[{'start_time_local': '23:16', 'event_type': 'tech_news', 'title': 'University AI Seminar', 'description': 'Infrastructure upgrade.', 'channel_focus': 'all', 'tags': 'tech|events'}]"
2021-07-15,"Constantine, DZ",sunny,17.9,30.1,69.0,28.0,0.0,0.055,,[]
2021-07-16,"Constantine, DZ",sunny,22.1,32.3,56.0,20.0,0.0,0.059,,"[{'start_time_local': '20:00', 'event_type': 'football_match', 'title': 'League Match — Port Josianefield vs Ernestinestead', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-07-17,"Constantine, DZ",cloudy,7.3,15.2,89.0,5.0,0.0,0.03,,[]
2021-07-18,"Constantine, DZ",sunny,10.4,13.0,85.0,15.0,0.0,0.035,,[]
2021-07-19,"Constantine, DZ",sunny,22.8,36.8,38.0,21.0,0.0,0.026,,[]
2021-07-20,"Constantine, DZ",light_rain,18.0,28.4,77.0,19.0,12.3,0.214,,[]
2021-07-21,"Constantine, DZ",cloudy,1.7,13.4,89.0,23.0,0.0,0.0,,[]
2021-07-22,"Constantine, DZ",sunny,14.6,23.8,73.0,8.0,0.0,0.03,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-07-23,"Constantine, DZ",sunny,25.2,33.2,44.0,16.0,0.0,0.115,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}, {'start_time_local': '15:51', 'event_type': 'politics', 'title': 'Local Ordinance Proposal', 'description': 'Administrative matters.', 'channel_focus': 'all', 'tags': 'politics|civics'}, {'start_time_local': '20:00', 'event_type': 'football_match', 'title': 'League Match — South Rosina vs Feeneyland', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-07-24,"Constantine, DZ",sunny,8.7,19.6,76.0,2.0,0.0,0.039,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}, {'start_time_local': '15:00', 'event_type': 'football_final', 'title': 'Cup Final — Kihnhaven vs West Dannychester', 'description': 'Cup final night draws bigger gatherings at home.', 'channel_focus': 'delivery', 'tags': 'football|final|sports|national'}]"
2021-07-25,"Constantine, DZ",cloudy,6.2,15.3,95.0,20.0,0.0,0.119,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-07-26,"Constantine, DZ",sunny,17.6,29.9,48.0,28.0,0.0,0.049,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-07-27,"Constantine, DZ",sunny,22.8,28.6,60.0,13.0,0.0,0.0,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-07-28,"Constantine, DZ",cloudy,3.8,17.1,91.0,10.0,0.0,0.139,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-07-29,"Constantine, DZ",sunny,8.2,18.8,71.0,10.0,0.0,0.0,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-07-30,"Constantine, DZ",sunny,23.1,37.0,41.0,31.0,0.0,0.058,,"[{'start_time_local': '', 'event_type': 'economy', 'title': 'Fuel Price Adjustment', 'description': 'Macro commentary.', 'channel_focus': 'all', 'tags': 'economy|business'}, {'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-07-31,"Constantine, DZ",sunny,17.3,22.6,73.0,12.0,0.0,0.0,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}, {'start_time_local': '21:00', 'event_type': 'football_match', 'title': 'League Match — Fort Woodrowport vs Louieside', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-08-01,"Constantine, DZ",sunny,9.3,21.1,82.0,13.0,0.0,0.0,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-08-02,"Constantine, DZ",sunny,14.9,22.5,86.0,16.0,0.0,0.025,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-08-03,"Constantine, DZ",sunny,16.5,23.2,84.0,22.0,0.0,0.047,,"[{'start_time_local': '00:00', 'event_type': 'public_holiday', 'title': 'lanky Public Holiday', 'description': 'City-wide day off. Families gather; dine-in lunch can increase; delivery rises at dinner.', 'channel_focus': 'all', 'tags': 'holiday|family|leisure'}, {'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-08-04,"Constantine, DZ",sunny,14.7,23.0,66.0,13.0,0.0,0.116,,"[{'start_time_local': '00:00', 'event_type': 'school_break', 'title': 'School Break', 'description': 'Families at home; lunch dine-in may increase; dinner delivery slightly up.', 'channel_focus': 'all', 'tags': 'school|vacation|family'}]"
2021-08-05,"Constantine, DZ",light_rain,17.8,30.2,69.0,19.0,6.5,0.197,,[]
2021-08-06,"Constantine, DZ",sunny,16.4,27.8,51.0,8.0,0.0,0.0,,"[{'start_time_local': '17:30', 'event_type': 'football_match', 'title': 'League Match — Cummeratafurt vs Rock Hill', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-08-07,"Constantine, DZ",sunny,18.0,30.5,61.0,14.0,0.0,0.0,,"[{'start_time_local': '20:00', 'event_type': 'football_match', 'title': ""League Match — O'Connerberg vs Runolfsdottirville"", 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-08-08,"Constantine, DZ",sunny,24.6,32.9,63.0,20.0,0.0,0.0,,[]
2021-08-09,"Constantine, DZ",sunny,22.6,31.8,46.0,25.0,0.0,0.0,,"[{'start_time_local': '', 'event_type': 'tech_news', 'title': 'Regional Tech Meetup', 'description': 'Technology updates.', 'channel_focus': 'delivery', 'tags': 'tech|events'}, {'start_time_local': '03:39', 'event_type': 'politics', 'title': 'Municipal Council Budget Review', 'description': 'Administrative matters.', 'channel_focus': 'all', 'tags': 'politics|civics'}]"
2021-08-10,"Constantine, DZ",sunny,2.8,11.5,81.0,13.0,0.0,0.047,,"[{'start_time_local': '20:45', 'event_type': 'football_match', 'title': 'League Match — Kendall vs Jerdeburgh', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-08-11,"Constantine, DZ",sunny,14.4,17.4,75.0,10.0,0.0,0.11,,"[{'start_time_local': '17:00', 'event_type': 'football_match', 'title': 'League Match — Fort Rodger vs Jacklynstead', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-08-12,"Constantine, DZ",sunny,24.3,33.6,41.0,20.0,0.0,0.016,,"[{'start_time_local': '02:57', 'event_type': 'politics', 'title': 'Local Ordinance Proposal', 'description': 'Administrative matters.', 'channel_focus': 'pickup', 'tags': 'politics|civics'}]"
2021-08-13,"Constantine, DZ",sunny,12.4,23.9,84.0,5.0,0.0,0.048,,[]
2021-08-14,"Constantine, DZ",sunny,0.2,14.6,73.0,9.0,0.0,0.0,,"[{'start_time_local': '20:00', 'event_type': 'football_final', 'title': 'astonishing Derby — Lake Betteborough vs South Bernard', 'description': 'High-profile local derby match.', 'channel_focus': 'delivery', 'tags': 'football|derby|sports|prime'}]"
2021-08-15,"Constantine, DZ",sunny,19.8,30.0,41.0,7.0,0.0,0.0,,[]
2021-08-16,"Constantine, DZ",heatwave,22.4,34.9,55.0,10.0,0.0,0.0,heatwave_alert,"[{'start_time_local': '00:00', 'event_type': 'weather_alert', 'title': 'Heatwave Alert', 'description': 'Unusually high temperatures expected. Night orders may shift later; dine-in may decrease.', 'channel_focus': 'delivery', 'tags': 'weather|heatwave|alert'}]"
2021-08-17,"Constantine, DZ",heatwave,9.4,19.4,87.0,8.0,0.0,0.019,heatwave_alert,"[{'start_time_local': '00:00', 'event_type': 'weather_alert', 'title': 'Heatwave Alert', 'description': 'Unusually high temperatures expected. Night orders may shift later; dine-in may decrease.', 'channel_focus': 'delivery', 'tags': 'weather|heatwave|alert'}]"
2021-08-18,"Constantine, DZ",cloudy,6.9,15.6,90.0,13.0,0.0,0.059,,"[{'start_time_local': '20:00', 'event_type': 'football_final', 'title': 'definite Derby — South Lauren vs New Bradfordview', 'description': 'High-profile local derby match.', 'channel_focus': 'delivery', 'tags': 'football|derby|sports|prime'}]"
2021-08-19,"Constantine, DZ",sunny,23.3,29.3,47.0,10.0,0.0,0.042,,[]
2021-08-20,"Constantine, DZ",sunny,17.3,29.2,63.0,17.0,0.0,0.14,,"[{'start_time_local': '21:00', 'event_type': 'football_match', 'title': 'League Match — Hickleburgh vs Muncie', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-08-21,"Constantine, DZ",cloudy,-0.3,11.2,91.0,19.0,0.0,0.14,,[]
2021-08-22,"Constantine, DZ",sunny,12.3,21.1,62.0,5.0,0.0,0.0,,"[{'start_time_local': '09:18', 'event_type': 'local_news', 'title': 'Community Center Renovation', 'description': 'Art initiative.', 'channel_focus': 'pickup', 'tags': 'community|city'}]"
2021-08-23,"Constantine, DZ",sunny,23.4,33.3,46.0,9.0,0.0,0.079,,[]
2021-08-24,"Constantine, DZ",sunny,8.7,16.8,66.0,4.0,0.0,0.142,,[]
2021-08-25,"Constantine, DZ",cloudy,2.7,13.4,93.0,24.0,0.0,0.076,,"[{'start_time_local': '21:00', 'event_type': 'football_match', 'title': ""League Match — Smithamview vs Lee's Summit"", 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-08-26,"Constantine, DZ",sunny,23.1,30.2,67.0,17.0,0.0,0.0,,"[{'start_time_local': '', 'event_type': 'traffic_disruption', 'title': 'Transit Schedule Adjustment', 'description': 'Minor traffic impact.', 'channel_focus': 'all', 'tags': 'traffic|transport'}]"
2021-08-27,"Constantine, DZ",sunny,22.1,27.8,49.0,18.0,0.0,0.036,,[]
2021-08-28,"Constantine, DZ",cloudy,6.8,13.0,95.0,8.0,0.0,0.011,,"[{'start_time_local': '21:00', 'event_type': 'football_match', 'title': 'League Match — Yundtview vs West Gwenchester', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-08-29,"Constantine, DZ",sunny,10.7,19.7,77.0,10.0,0.0,0.037,,"[{'start_time_local': '00:00', 'event_type': 'public_holiday', 'title': 'vibrant Public Holiday', 'description': 'City-wide day off. Families gather; dine-in lunch can increase; delivery rises at dinner.', 'channel_focus': 'all', 'tags': 'holiday|family|leisure'}]"
2021-08-30,"Constantine, DZ",sunny,25.4,34.0,53.0,14.0,0.0,0.0,,[]
2021-08-31,"Constantine, DZ",sunny,15.2,21.1,67.0,5.0,0.0,0.009,,"[{'start_time_local': '20:00', 'event_type': 'football_match', 'title': 'League Match — Clearwater vs North Magdalenport', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-09-01,"Constantine, DZ",sunny,9.6,18.0,70.0,17.0,0.0,0.2,,"[{'start_time_local': '', 'event_type': 'traffic_disruption', 'title': 'Temporary Lane Closures', 'description': 'Routine maintenance.', 'channel_focus': 'all', 'tags': 'traffic|transport'}, {'start_time_local': '21:49', 'event_type': 'celebrity', 'title': 'Local Artist Releases Single', 'description': 'Entertainment headline.', 'channel_focus': 'all', 'tags': 'entertainment|culture'}]"
2021-09-02,"Constantine, DZ",light_rain,12.9,21.4,79.0,14.0,7.9,0.099,,"[{'start_time_local': '01:44', 'event_type': 'economy', 'title': 'Business Chamber Roundtable', 'description': 'Local enterprise meetup.', 'channel_focus': 'delivery', 'tags': 'economy|business'}]"
2021-09-03,"Constantine, DZ",sunny,11.8,21.9,58.0,2.0,0.0,0.07,,[]
2021-09-04,"Constantine, DZ",sunny,18.2,24.1,55.0,20.0,0.0,0.0,,[]
2021-09-05,"Constantine, DZ",sunny,20.6,27.4,68.0,7.0,0.0,0.098,,[]
2021-09-06,"Constantine, DZ",sunny,20.1,33.1,67.0,7.0,0.0,0.251,,[]
2021-09-07,"Constantine, DZ",light_rain,21.1,31.1,53.0,21.0,0.2,0.255,,[]
2021-09-08,"Constantine, DZ",sunny,26.1,29.7,63.0,10.0,0.0,0.0,,[]
2021-09-09,"Constantine, DZ",sunny,27.0,33.5,54.0,17.0,0.0,0.063,,[]
2021-09-10,"Constantine, DZ",cloudy,5.8,15.2,93.0,15.0,0.0,0.16,,"[{'start_time_local': '21:00', 'event_type': 'football_match', 'title': 'League Match — North Carletonbury vs Idaho Falls', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-09-11,"Constantine, DZ",light_rain,14.2,17.5,78.0,18.0,9.3,0.149,,"[{'start_time_local': '15:00', 'event_type': 'football_match', 'title': 'League Match — Skilestown vs Blazeboro', 'description': 'Regular league fixture.', 'channel_focus': 'delivery', 'tags': 'football|league|sports'}]"
2021-09-12,"Constantine, DZ",sunny,26.8,34.0,42.0,5.0,0.0,0.072,,[]
2021-09-13,"Constantine, DZ",sunny,13.7,24.1,70.0,14.0,0.0,0.201,,[]
